time(millisecond),datetime(utc),aligned_time_s,aligned_phase,ideal_flight_phase,original_time(millisecond),original_datetime(utc),original_height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),original_altitude_above_seaLevel(feet),original_height_sonar(feet),original_speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet),xSpeed(mph),ySpeed(mph),original_zSpeed(mph),compass_heading(degrees),original_pitch(degrees),original_roll(degrees),wind_speed(mph),wind_direction(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),original_altitude(feet),original_ascent(feet),flycStateRaw,flycState,height_above_takeoff(feet),height_above_takeoff(m),ascent(feet),altitude(feet),altitude_above_seaLevel(feet),height_sonar(feet),zSpeed(mph),speed(mph),pitch(degrees),roll(degrees),estimated_pack_voltage(V),estimated_power(W)
1800,2026-05-09 10:19:29.800,1.7999999999999998,0.034026465028355386,ground,1800,2026-05-09 10:19:30,0.0,,,-11.885298608676,0.328084,0.0,0.61814634524,0.7128609152,15,5,0.0,0.0,0.0,0.0,0.61814634524,0.0,0.0,0.0,13.4,6.7,-1.6,,,0,0,1024,1024,1024,1024,0,0,0,0,21.3,0.0,0,58,3.767,3.764,3.764,3.764,0,0,0.0,74.66,-11.885298608676,0.0,11,AutoTakeoff,0.0,0.0,0.0,-11.885298608676,-11.885298608676,0.0,0.0,0.0,6.7,-1.6,15.059,0.0
1900,2026-05-09 10:19:29.900,1.8999999999999997,0.03591682419659735,ground,1900,2026-05-09 10:19:30,0.0,,,-11.885298608676,0.328084,0.0,0.626558419,0.721374695,15,5,15.131,0.0,0.0,0.0,0.626558419,0.0,0.0,0.0,13.3,6.6,-1.7,,,0,0,1024,1024,1024,1024,0,0,0,0,21.3,0.0,0,58,3.78,3.778,3.781,3.784,0,0,1.512,74.66,-11.885298608676,0.0,11,AutoTakeoff,0.0,0.0,0.0,-11.885298608676,-11.885298608676,0.0,0.0,0.0,6.6,-1.7,15.131,22.878072
2000,2026-05-09 10:19:30.000,2.0,0.03780718336483932,ground,2000,2026-05-09 10:19:30,0.0,,,-11.885298608676,0.328084,0.0,0.66997049388,0.77365159956,15,5,15.131,0.0,0.0,0.0,0.66997049388,0.0,0.0,0.0,12.9,5.9,-1.7,,,0,0,1024,1024,1024,1024,0,0,0,0,21.3,0.0,0,58,3.78,3.778,3.781,3.784,0,0,1.512,74.66,-11.885298608676,0.0,11,AutoTakeoff,0.0,0.0,0.0,-11.885298608676,-11.885298608676,0.0,0.0,0.0,5.9,-1.7,15.131,22.878072
2100,2026-05-09 10:19:30.100,2.1,0.03969754253308129,ground,2100,2026-05-09 10:19:30,0.0,,,-11.885298608676,0.328084,0.0,0.65679792128,0.7954068496,15,5,15.131,0.0,0.0,0.0,0.66997049388,0.0,0.0,0.0,12.6,2.4,-1.6,,,0,0,1024,1024,1024,1024,0,0,0,0,21.3,0.0,0,58,3.78,3.778,3.781,3.784,0,0,1.512,74.66,-11.885298608676,0.0,11,AutoTakeoff,0.0,0.0,0.0,-11.885298608676,-11.885298608676,0.0,0.0,0.0,2.4,-1.6,15.131,22.878072
2200,2026-05-09 10:19:30.200,2.2,0.04158790170132325,ground,2200,2026-05-09 10:19:30,0.0,,,-11.885298608676,0.328084,0.0,0.69254595392,0.8383038326,15,5,15.131,0.0,0.0,0.0,0.69254595392,0.0,0.0,-0.223694,12.8,-0.5,-0.8,,,0,0,1024,1024,1024,1024,0,0,0,0,21.3,0.0,0,58,3.78,3.778,3.781,3.784,0,0,1.512,74.66,-11.885298608676,0.0,11,AutoTakeoff,0.0,0.0,0.0,-11.885298608676,-11.885298608676,0.0,0.0,0.0,-0.5,-0.8,15.131,22.878072
2300,2026-05-09 10:19:30.300,2.3,0.043478260869565216,ground,2300,2026-05-09 10:19:30,0.0,,,-11.885298608676,0.328084,0.0,0.67325789556,0.86371721924,15,5,15.131,0.0,0.0,0.0,0.69254595392,0.0,0.0,-0.671082,13.4,-1.1,-0.1,,,0,0,1024,1024,1024,1024,0,0,0,0,21.3,0.0,0,58,3.78,3.778,3.781,3.784,0,0,1.512,74.66,-11.885298608676,0.0,11,AutoTakeoff,0.0,0.0,0.0,-11.885298608676,-11.885298608676,0.0,0.0,0.0,-1.1,-0.1,15.131,22.878072
2400,2026-05-09 10:19:30.400,2.4,0.045368620037807186,ground,2400,2026-05-09 10:19:30,0.0,,,-11.885298608676,0.656168,0.0,0.61545933728,0.96138126436,15,5,15.131,0.0,0.0,0.0,0.69254595392,0.0,0.0,-1.11847,13.5,-0.9,0.0,,,0,0,1024,1024,1024,1024,0,0,0,0,21.3,0.0,0,58,3.78,3.778,3.781,3.784,0,0,1.512,74.66,-11.885298608676,0.0,11,AutoTakeoff,0.0,0.0,0.0,-11.885298608676,-11.885298608676,0.0,0.0,0.0,-0.9,0.0,15.131,22.878072
2500,2026-05-09 10:19:30.500,2.5,0.04725897920604915,ground,2500,2026-05-09 10:19:30,0.328084,,,-11.557214608676,0.656168,0.0,0.5869750844,0.99232614724,15,5,15.131,0.0,0.328084,0.0,0.69254595392,0.0,0.0,-1.11847,13.5,-0.6,0.0,,,0,0,1024,1024,1024,1024,0,0,0,0,21.3,0.0,0,58,3.78,3.778,3.781,3.784,0,0,1.512,74.66,-11.557214608676,0.328084,11,AutoTakeoff,0.0,0.0,0.0,-11.885298608676,-11.885298608676,0.0,0.0,0.0,-0.6,0.0,15.131,22.878072
2600,2026-05-09 10:19:30.600,2.6,0.04914933837429112,ground,2600,2026-05-09 10:19:30,0.656168,,,-11.229130608676,0.984252,0.0,0.61579398296,1.1209646028,15,5,15.131,0.0,0.656168,0.0,0.69254595392,0.0,0.0,-1.11847,13.6,-0.4,0.0,,,0,0,1024,1024,1024,1024,0,0,0,0,21.3,0.0,0,58,3.78,3.778,3.781,3.784,0,0,1.512,74.66,-11.229130608676,0.656168,11,AutoTakeoff,0.0,0.0,0.0,-11.885298608676,-11.885298608676,0.0,0.0,0.0,-0.4,0.0,15.131,22.878072
2700,2026-05-09 10:19:30.700,2.7,0.05103969754253308,ground,2700,2026-05-09 10:19:30,0.656168,,,-11.229130608676,0.984252,0.0,0.56679463756,1.17408796408,15,5,15.131,0.0,0.656168,0.0,0.69254595392,0.0,0.0,-1.11847,13.5,-0.3,0.0,,,0,0,1024,1024,1024,1024,0,0,0,0,21.3,0.0,0,58,3.78,3.778,3.781,3.784,0,0,1.512,74.66,-11.229130608676,0.656168,11,AutoTakeoff,0.0,0.0,0.0,-11.885298608676,-11.885298608676,0.0,0.0,0.0,-0.3,0.0,15.131,22.878072
2800,2026-05-09 10:19:30.800,2.8,0.052930056710775046,ground,2800,2026-05-09 10:19:31,0.984252,,,-10.901046608676,0.984252,0.0,0.66258860388,1.27223101184,15,5,15.131,0.0,0.984252,0.0,0.69254595392,0.0,0.0,-0.894776,13.5,-0.8,0.3,,,0,0,1024,1024,1024,1024,0,0,0,0,21.3,0.0,0,58,3.78,3.778,3.781,3.784,0,0,1.512,74.66,-10.901046608676,0.984252,11,AutoTakeoff,0.0,0.0,0.0,-11.885298608676,-11.885298608676,0.0,0.0,0.0,-0.8,0.3,15.131,22.878072
2900,2026-05-09 10:19:30.900,2.9,0.054820415879017016,ground,2900,2026-05-09 10:19:31,0.984252,,,-10.901046608676,1.312336,0.0,0.63190946904,1.31510174812,15,5,15.134,0.0,0.984252,0.0,0.69254595392,0.0,0.0,-0.894776,13.6,-1.2,0.6,,,0,0,1024,1024,1024,1024,0,0,0,0,21.3,0.0,0,58,3.755,3.751,3.748,3.744,0,0,2.835,74.66,-10.901046608676,0.984252,11,AutoTakeoff,0.0,0.0,0.0,-11.885298608676,-11.885298608676,0.0,0.0,0.0,-1.2,0.6,15.134,42.90489
3000,2026-05-09 10:19:31.000,3.0,0.05671077504725898,ascent,3000,2026-05-09 10:19:31,1.312336,,,-10.572962608676,1.312336,0.0,0.72420934076,1.43805122712,15,5,15.134,0.0,1.312336,0.0,0.72420934076,0.0,0.0,-0.894776,13.6,-1.1,0.6,,,0,0,1024,1024,1024,1024,0,0,0,0,21.3,0.0,0,58,3.755,3.751,3.748,3.744,0,0,2.835,74.66,-10.572962608676,1.312336,11,AutoTakeoff,0.0,0.0,0.0,-11.885298608676,-11.885298608676,0.0,0.0,0.0,0.0,0.0,15.134,42.90489
3100,2026-05-09 10:19:31.100,3.1,0.05860113421550095,ascent,3100,2026-05-09 10:19:31,1.312336,,,-10.572962608676,1.64042,0.0,0.7233596032,1.45221133256,15,5,15.134,0.0,1.312336,0.0,0.72420934076,0.0,0.0,-0.894776,13.6,-0.9,0.2,,,0,0,1024,1024,1024,1024,0,0,0,0,21.3,0.0,0,58,3.755,3.751,3.748,3.744,0,0,2.835,74.66,-10.572962608676,1.312336,11,AutoTakeoff,0.11444790331441151,0.034883720930232634,0.11444790331441151,-11.770850705361589,-11.770850705361589,0.11444790331441151,0.7803266135073504,0.7803266135073504,0.0,0.0,15.134,42.90489
3200,2026-05-09 10:19:31.200,3.2,0.06049149338374291,ascent,3200,2026-05-09 10:19:31,1.64042,,,-10.244878608676,1.64042,0.0,0.73637141464,1.46538390516,15,5,15.134,0.0,1.64042,0.0,0.73637141464,0.0,0.0,-0.894776,13.6,-0.9,0.0,,,0,0,1024,1024,1024,1024,0,0,0,0,21.3,0.0,0,58,3.755,3.751,3.748,3.744,0,0,2.835,74.66,-10.244878608676,1.64042,11,AutoTakeoff,0.2288958066288226,0.06976744186046513,0.2288958066288226,-11.656402802047179,-11.656402802047179,0.2288958066288226,0.7803266135073477,0.7803266135073477,0.0,0.0,15.134,42.90489
3300,2026-05-09 10:19:31.300,3.3,0.062381852551984876,ascent,3300,2026-05-09 10:19:31,1.64042,,,-10.244878608676,1.968504,0.0,0.74539700548,1.48287734404,15,5,15.134,0.0,1.64042,0.0,0.74539700548,0.0,0.0,-0.894776,13.6,-1.0,-0.1,,,0,0,1024,1024,1024,1024,0,0,0,0,21.3,0.0,0,58,3.755,3.751,3.748,3.744,0,0,2.835,74.66,-10.244878608676,1.64042,11,AutoTakeoff,0.3433437099432337,0.10465116279069764,0.3433437099432337,-11.541954898732767,-11.541954898732767,0.3433437099432337,0.7803266135073511,0.7803266135073511,0.0,0.0,15.134,42.90489
3400,2026-05-09 10:19:31.400,3.4,0.06427221172022685,ascent,3400,2026-05-09 10:19:31,1.64042,,,-10.244878608676,1.968504,0.0,0.74013781896,1.53377301496,15,5,15.134,0.0,1.64042,0.0,0.74539700548,0.0,0.0,-0.894776,13.6,-0.9,-0.2,,,0,0,1024,1024,1024,1024,0,0,0,0,21.3,0.0,0,58,3.755,3.751,3.748,3.744,0,0,2.835,74.66,-10.244878608676,1.64042,11,AutoTakeoff,0.4577916132576452,0.13953488372093026,0.4577916132576452,-11.427506995418355,-11.427506995418355,0.4577916132576452,0.7803266135073504,0.7803266135073504,0.0,0.0,15.134,42.90489
3500,2026-05-09 10:19:31.500,3.5000000000000004,0.06616257088846882,ascent,3500,2026-05-09 10:19:31,1.968504,,,-9.916794608676,1.968504,0.0,0.7441437246,1.54462931452,15,5,15.134,0.0,1.968504,0.0,0.74539700548,0.0,0.0,-0.894776,13.6,-0.8,-0.3,,,0,0,1024,1024,1024,1024,0,0,0,0,21.3,0.0,0,58,3.755,3.751,3.748,3.744,0,0,2.835,74.66,-9.916794608676,1.968504,11,AutoTakeoff,0.5722395165720567,0.1744186046511629,0.5722395165720567,-11.313059092103945,-11.313059092103945,0.5722395165720567,0.780326613507347,0.780326613507347,0.0,0.0,15.134,42.90489
3600,2026-05-09 10:19:31.600,3.5999999999999996,0.06805293005671077,ascent,3600,2026-05-09 10:19:31,1.968504,,,-9.916794608676,2.296588,0.0,0.705872726,1.58637144184,15,5,15.134,0.0,1.968504,0.0,0.74539700548,0.0,0.0,-0.894776,13.7,-0.7,-0.3,,,0,0,1024,1024,1024,1024,0,0,0,0,21.3,0.0,0,58,3.755,3.751,3.748,3.744,0,0,2.835,74.66,-9.916794608676,1.968504,11,AutoTakeoff,0.6866874198864674,0.20930232558139528,0.6866874198864674,-11.198611188789533,-11.198611188789533,0.6866874198864674,0.7803266135073517,0.7803266135073517,0.0,0.0,15.134,42.90489
3700,2026-05-09 10:19:31.700,3.7,0.06994328922495274,ascent,3700,2026-05-09 10:19:31,2.296588,,,-9.588710608676,2.296588,0.0,0.70570540316,1.58849742616,15,5,15.134,0.0,2.296588,0.0,0.74539700548,0.0,0.0,-0.894776,13.6,-0.7,-0.3,,,0,0,1024,1024,1024,1024,0,0,0,0,21.3,0.0,0,58,3.755,3.751,3.748,3.744,0,0,2.835,74.66,-9.588710608676,2.296588,11,AutoTakeoff,0.8011353232008789,0.2441860465116279,0.8011353232008789,-11.084163285475121,-11.084163285475121,0.8011353232008789,0.7803266135073467,0.7803266135073467,0.0,0.0,15.134,42.90489
3800,2026-05-09 10:19:31.800,3.7999999999999994,0.0718336483931947,ascent,3800,2026-05-09 10:19:32,2.296588,,,-9.588710608676,2.624672,0.0,0.61695211948,1.82431764368,15,5,15.134,0.0,2.296588,0.0,0.74539700548,0.0,0.0,-1.11847,13.6,-0.7,-0.3,,,0,0,1024,1024,1024,1024,0,0,0,0,21.3,0.0,0,58,3.755,3.751,3.748,3.744,0,0,2.835,74.66,-9.588710608676,2.296588,11,AutoTakeoff,0.9155832265152897,0.2790697674418603,0.9155832265152897,-10.969715382160711,-10.969715382160711,0.9155832265152897,0.7803266135073524,0.7803266135073524,0.0,0.0,15.134,42.90489
3900,2026-05-09 10:19:31.900,3.9,0.07372400756143667,ascent,3900,2026-05-09 10:19:32,2.624672,,,-9.260626608676,2.624672,0.0,0.62388781524,1.83266410064,15,5,14.955,0.0,2.624672,0.0,0.74539700548,0.0,0.0,-1.11847,13.6,-0.6,-0.2,,,0,0,1024,1024,1024,1024,0,0,0,0,21.3,0.0,0,58,3.731,3.73,3.729,3.729,0,0,4.695,74.66,-9.260626608676,2.624672,11,AutoTakeoff,1.0300311298297011,0.3139534883720929,1.0300311298297011,-10.855267478846299,-10.855267478846299,1.0300311298297011,0.7803266135073467,0.7803266135073467,0.0,0.0,14.955,70.21372500000001
4000,2026-05-09 10:19:32.000,4.0,0.07561436672967864,ascent,4000,2026-05-09 10:19:32,2.624672,,,-9.260626608676,2.952756,0.0,0.54330382316,2.0448163384,14,5,14.955,0.0,2.624672,0.0,0.74539700548,0.0,0.0,-1.11847,13.6,-0.5,0.0,,,0,0,1024,1024,1024,1024,0,0,0,0,21.3,0.0,0,58,3.731,3.73,3.729,3.729,0,0,4.695,74.66,-9.260626608676,2.624672,11,AutoTakeoff,1.1444790331441126,0.34883720930232553,1.1444790331441126,-10.740819575531889,-10.740819575531889,1.1444790331441126,0.78032661350735,0.78032661350735,0.0,0.0,14.955,70.21372500000001
4100,2026-05-09 10:19:32.100,4.1,0.0775047258979206,ascent,4100,2026-05-09 10:19:32,2.952756,,,-8.932542608676,2.952756,0.0,0.54462272084,2.05844166692,14,5,14.955,0.0,2.952756,0.0,0.74539700548,0.0,0.0,-1.11847,13.6,-0.4,0.3,,,0,0,1024,1024,1024,1024,0,0,0,0,21.3,0.0,0,58,3.731,3.73,3.729,3.729,0,0,4.695,74.66,-8.932542608676,2.952756,11,AutoTakeoff,1.2589269364585234,0.38372093023255793,1.2589269364585234,-10.626371672217477,-10.626371672217477,1.2589269364585234,0.780326613507349,0.780326613507349,0.0,0.0,14.955,70.21372500000001
4200,2026-05-09 10:19:32.200,4.2,0.07939508506616258,ascent,4200,2026-05-09 10:19:32,2.952756,,,-8.932542608676,2.952756,0.0,0.47113846652,2.27495414104,14,5,14.955,0.0,2.952756,0.0,0.74539700548,0.0,0.0,-1.11847,13.6,-0.4,0.2,,,0,0,1024,1024,1024,1024,0,0,0,0,21.3,0.0,0,58,3.731,3.73,3.729,3.729,0,0,4.695,74.66,-8.932542608676,2.952756,11,AutoTakeoff,1.3733748397729357,0.41860465116279083,1.3733748397729357,-10.511923768903065,-10.511923768903065,1.3733748397729357,0.7803266135073528,0.7803266135073528,0.0,0.0,14.955,70.21372500000001
