time(millisecond),datetime(utc),aligned_time_s,aligned_phase,ideal_flight_phase,original_time(millisecond),original_datetime(utc),original_height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),original_altitude_above_seaLevel(feet),original_height_sonar(feet),original_speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet),xSpeed(mph),ySpeed(mph),original_zSpeed(mph),compass_heading(degrees),original_pitch(degrees),original_roll(degrees),wind_speed(mph),wind_direction(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),original_altitude(feet),original_ascent(feet),flycStateRaw,flycState,height_above_takeoff(feet),height_above_takeoff(m),ascent(feet),altitude(feet),altitude_above_seaLevel(feet),height_sonar(feet),zSpeed(mph),speed(mph),pitch(degrees),roll(degrees),estimated_pack_voltage(V),estimated_power(W)
1060,2026-05-09 10:19:29.060,1.0601202404809618,0.02004008016032064,ground,101900,2026-05-09 10:21:19,0.0,,,-9.863457664712,0.328084,0.0,53.352363912,0.0474819569,15,5,0.0,0.0,0.0,0.0,53.352363912,0.0,0.0,0.0,30.3,5.2,-0.3,,,0,0,1024,1024,1024,1024,0,0,0,0,25.2,0.0,0,54,3.72,3.717,3.717,3.719,0,0,0.0,81.86,-9.863457664712,0.0,41,Motors_Started,0.0,0.0,0.0,-9.863457664712,-9.863457664712,0.0,0.0,0.0,5.2,-0.3,14.873,0.0
1166,2026-05-09 10:19:29.166,1.1661322645290582,0.022044088176352707,ground,102000,2026-05-09 10:21:20,0.0,,,-9.863457664712,0.328084,0.0,53.340552888,0.061257219808,15,5,0.0,0.0,0.0,0.0,53.352363912,0.0,0.0,0.0,30.3,5.3,-0.3,,,0,0,1024,1024,1024,1024,0,0,0,0,25.2,0.0,0,54,3.72,3.717,3.717,3.719,0,0,0.0,81.86,-9.863457664712,0.0,41,Motors_Started,0.0,0.0,0.0,-9.863457664712,-9.863457664712,0.0,0.0,0.0,5.3,-0.3,14.873,0.0
1272,2026-05-09 10:19:29.272,1.2721442885771543,0.02404809619238477,ground,102100,2026-05-09 10:21:20,0.0,,,-9.863457664712,0.328084,0.0,53.339240552,0.062638781532,15,5,14.873,0.0,0.0,0.0,53.352363912,0.0,0.0,0.0,30.3,5.3,-0.3,,,0,0,1024,1024,1024,1024,0,0,0,0,25.2,0.0,0,54,3.683,3.681,3.68,3.68,0,0,0.958,81.86,-9.863457664712,0.0,41,Motors_Started,0.0,0.0,0.0,-9.863457664712,-9.863457664712,0.0,0.0,0.0,5.3,-0.3,14.873,14.248333999999998
1378,2026-05-09 10:19:29.378,1.3781563126252505,0.026052104208416835,ground,102200,2026-05-09 10:21:20,0.0,,,-9.863457664712,0.328084,0.0,53.338912468,0.063081038764,15,5,14.873,0.0,0.0,0.0,53.352363912,0.0,0.0,0.0,30.3,5.3,-0.3,,,0,0,1024,1024,1024,1024,0,0,0,0,25.2,0.0,0,54,3.683,3.681,3.68,3.68,0,0,0.958,81.86,-9.863457664712,0.0,41,Motors_Started,0.0,0.0,0.0,-9.863457664712,-9.863457664712,0.0,0.0,0.0,5.3,-0.3,14.873,14.248333999999998
1484,2026-05-09 10:19:29.484,1.4841683366733467,0.028056112224448898,ground,102300,2026-05-09 10:21:20,0.0,,,-9.863457664712,0.328084,0.0,53.35302008,0.078868768928,15,5,14.873,0.0,0.0,0.0,53.35302008,0.0,0.0,0.0,30.3,5.3,-0.3,,,0,0,1024,1024,1024,1024,0,0,0,0,25.2,0.0,0,54,3.683,3.681,3.68,3.68,0,0,0.958,81.86,-9.863457664712,0.0,41,Motors_Started,0.0,0.0,0.0,-9.863457664712,-9.863457664712,0.0,0.0,0.0,5.3,-0.3,14.873,14.248333999999998
1590,2026-05-09 10:19:29.590,1.5901803607214429,0.030060120240480964,ground,102400,2026-05-09 10:21:20,0.0,,,-9.863457664712,0.328084,0.0,53.346130316,0.085772312456,15,5,14.873,0.0,0.0,0.0,53.35302008,0.0,0.0,0.0,30.3,5.3,-0.2,,,0,0,1024,1024,1024,1024,0,0,0,0,25.2,0.0,0,54,3.683,3.681,3.68,3.68,0,0,0.958,81.86,-9.863457664712,0.0,41,Motors_Started,0.0,0.0,0.0,-9.863457664712,-9.863457664712,0.0,0.0,0.0,5.3,-0.2,14.873,14.248333999999998
1696,2026-05-09 10:19:29.696,1.6961923847695393,0.03206412825651303,ground,102500,2026-05-09 10:21:20,0.0,,,-9.863457664712,0.328084,0.0,53.346786484,0.086432745548,15,5,14.873,0.0,0.0,0.0,53.35302008,0.0,0.0,0.0,30.3,5.3,-0.3,,,0,0,1024,1024,1024,1024,0,0,0,0,25.2,0.0,0,54,3.683,3.681,3.68,3.68,0,0,0.958,81.86,-9.863457664712,0.0,11,AutoTakeoff,0.0,0.0,0.0,-9.863457664712,-9.863457664712,0.0,0.0,0.0,5.3,-0.3,14.873,14.248333999999998
1802,2026-05-09 10:19:29.802,1.8022044088176352,0.03406813627254509,ground,102600,2026-05-09 10:21:20,0.0,,,-9.863457664712,0.328084,0.0,53.347114568,0.086605317732,15,5,14.873,0.0,0.0,0.0,53.35302008,0.0,0.0,0.0,30.3,5.3,-0.3,,,0,0,1024,1024,1024,1024,0,0,0,0,25.2,0.0,0,54,3.683,3.681,3.68,3.68,0,0,0.958,81.86,-9.863457664712,0.0,11,AutoTakeoff,0.0,0.0,0.0,-9.863457664712,-9.863457664712,0.0,0.0,0.0,5.3,-0.3,14.873,14.248333999999998
1908,2026-05-09 10:19:29.908,1.9082164328657314,0.036072144288577156,ground,102700,2026-05-09 10:21:20,0.0,,,-9.863457664712,0.328084,0.0,53.347770736,0.088489504144,15,5,14.873,0.0,0.0,0.0,53.35302008,0.0,0.0,0.0,30.3,5.2,-0.2,,,0,0,1024,1024,1024,1024,0,0,0,0,25.2,0.0,0,54,3.683,3.681,3.68,3.68,0,0,0.958,81.86,-9.863457664712,0.0,11,AutoTakeoff,0.0,0.0,0.0,-9.863457664712,-9.863457664712,0.0,0.0,0.0,5.2,-0.2,14.873,14.248333999999998
2014,2026-05-09 10:19:30.014,2.0142284569138273,0.038076152304609215,ground,102800,2026-05-09 10:21:20,0.0,,,-9.863457664712,0.328084,0.0,53.347770736,0.088748690504,15,5,14.873,0.0,0.0,0.0,53.35302008,0.0,0.0,0.0,30.3,5.2,-0.2,,,0,0,1024,1024,1024,1024,0,0,0,0,25.2,0.0,0,54,3.683,3.681,3.68,3.68,0,0,0.958,81.86,-9.863457664712,0.0,11,AutoTakeoff,0.0,0.0,0.0,-9.863457664712,-9.863457664712,0.0,0.0,0.0,5.2,-0.2,14.873,14.248333999999998
2120,2026-05-09 10:19:30.120,2.1202404809619235,0.04008016032064128,ground,102900,2026-05-09 10:21:20,0.0,,,-9.863457664712,0.328084,0.0,53.340552888,0.097846787908,15,5,14.873,0.0,0.0,0.0,53.35302008,0.0,0.0,0.0,30.4,4.9,-0.2,,,0,0,1024,1024,1024,1024,0,0,0,0,25.2,0.0,0,54,3.683,3.681,3.68,3.68,0,0,0.958,81.86,-9.863457664712,0.0,11,AutoTakeoff,0.0,0.0,0.0,-9.863457664712,-9.863457664712,0.0,0.0,0.0,4.9,-0.2,14.873,14.248333999999998
2226,2026-05-09 10:19:30.226,2.22625250501002,0.04208416833667335,ground,103000,2026-05-09 10:21:21,0.0,,,-9.863457664712,0.328084,0.0,53.324476772,0.114122050896,15,5,14.873,0.0,0.0,0.0,53.35302008,0.0,0.0,0.0,30.2,2.2,-0.2,,,0,0,1024,1024,1024,1024,0,0,0,0,25.2,0.0,0,54,3.683,3.681,3.68,3.68,0,0,0.958,81.86,-9.863457664712,0.0,11,AutoTakeoff,0.0,0.0,0.0,-9.863457664712,-9.863457664712,0.0,0.0,0.0,2.2,-0.2,14.873,14.248333999999998
2332,2026-05-09 10:19:30.332,2.3322645290581163,0.04408817635270541,ground,103100,2026-05-09 10:21:21,0.0,,,-9.863457664712,0.328084,0.0,53.301182808,0.13761319338,15,5,14.742,0.0,0.0,0.0,53.35302008,0.0,0.0,-0.223694,30.0,-0.9,-0.1,,,0,0,1024,1024,1024,1024,0,0,0,0,25.2,0.0,0,54,3.706,3.702,3.7,3.699,0,0,2.965,82.04,-9.863457664712,0.0,11,AutoTakeoff,0.0,0.0,0.0,-9.863457664712,-9.863457664712,0.0,0.0,0.0,-0.9,-0.1,14.742,43.71003
2438,2026-05-09 10:19:30.438,2.438276553106212,0.04609218436873747,ground,103200,2026-05-09 10:21:21,0.0,,,-9.863457664712,0.328084,0.0,53.263781232,0.174953745756,15,5,14.742,0.0,0.0,0.0,53.35302008,0.0,0.0,-0.671082,30.1,-1.6,0.1,,,0,0,1024,1024,1024,1024,0,0,0,0,25.2,0.0,0,54,3.706,3.702,3.7,3.699,0,0,2.965,82.04,-9.863457664712,0.0,11,AutoTakeoff,0.0,0.0,0.0,-9.863457664712,-9.863457664712,0.0,0.0,0.0,-1.6,0.1,14.742,43.71003
2544,2026-05-09 10:19:30.544,2.5442885771543087,0.04809619238476954,ground,103300,2026-05-09 10:21:21,0.0,,,-9.863457664712,0.656168,0.0,53.247048948,0.192178811924,15,5,14.742,0.0,0.0,0.0,53.35302008,0.0,0.0,-1.11847,30.2,-0.9,-0.2,,,0,0,1024,1024,1024,1024,0,0,0,0,25.2,0.0,0,54,3.706,3.702,3.7,3.699,0,0,2.965,82.04,-9.863457664712,0.0,11,AutoTakeoff,0.0,0.0,0.0,-9.863457664712,-9.863457664712,0.0,0.0,0.0,-0.9,-0.2,14.742,43.71003
2650,2026-05-09 10:19:30.650,2.650300601202405,0.050100200400801605,ground,103400,2026-05-09 10:21:21,0.328084,,,-9.535373664712,0.984252,0.0,53.20866312,0.235362212256,15,5,14.742,0.0,0.328084,0.0,53.35302008,0.0,0.0,-1.11847,30.3,-0.3,-0.6,,,0,0,1024,1024,1024,1024,0,0,0,0,25.2,0.0,0,54,3.706,3.702,3.7,3.699,0,0,2.965,82.04,-9.535373664712,0.328084,11,AutoTakeoff,0.0,0.0,0.0,-9.863457664712,-9.863457664712,0.0,0.0,0.0,-0.3,-0.6,14.742,43.71003
2756,2026-05-09 10:19:30.756,2.756312625250501,0.05210420841683367,ground,103500,2026-05-09 10:21:21,0.328084,,,-9.535373664712,0.984252,0.0,53.198492516,0.24547901048,15,5,14.742,0.0,0.328084,0.0,53.35302008,0.0,0.0,-1.11847,30.3,0.0,-0.5,,,0,0,1024,1024,1024,1024,0,0,0,0,25.2,0.0,0,54,3.706,3.702,3.7,3.699,0,0,2.965,82.04,-9.535373664712,0.328084,11,AutoTakeoff,0.0,0.0,0.0,-9.863457664712,-9.863457664712,0.0,0.0,0.0,0.0,-0.5,14.742,43.71003
2862,2026-05-09 10:19:30.862,2.862324649298597,0.05410821643286574,ground,103600,2026-05-09 10:21:21,0.656168,,,-9.207289664712,0.984252,0.0,53.181432148,0.26363517904,15,5,14.742,0.0,0.656168,0.0,53.35302008,0.0,0.0,-1.11847,30.3,0.0,-0.4,,,0,0,1024,1024,1024,1024,0,0,0,0,25.2,0.0,0,54,3.706,3.702,3.7,3.699,0,0,2.965,82.04,-9.207289664712,0.656168,11,AutoTakeoff,0.0,0.0,0.0,-9.863457664712,-9.863457664712,0.0,0.0,0.0,0.0,-0.4,14.742,43.71003
2968,2026-05-09 10:19:30.968,2.9683366733466934,0.056112224448897796,ground,103700,2026-05-09 10:21:21,0.656168,,,-9.207289664712,1.312336,0.0,53.148295664,0.297035114492,15,5,14.742,0.0,0.656168,0.0,53.35302008,0.0,0.0,-1.11847,30.2,-0.2,-0.1,,,0,0,1024,1024,1024,1024,0,0,0,0,25.2,0.0,0,54,3.706,3.702,3.7,3.699,0,0,2.965,82.04,-9.207289664712,0.656168,11,AutoTakeoff,0.0,0.0,0.0,-9.863457664712,-9.863457664712,0.0,0.0,0.0,-0.2,-0.1,14.742,43.71003
3074,2026-05-09 10:19:31.074,3.0743486973947896,0.05811623246492986,ground,103800,2026-05-09 10:21:21,0.984252,,,-8.879205664712,1.312336,0.0,53.132219548,0.315354668884,15,5,14.742,0.0,0.984252,0.0,53.35302008,0.0,0.0,-0.894776,30.2,-0.6,0.0,,,0,0,1024,1024,1024,1024,0,0,0,0,25.2,0.0,0,54,3.706,3.702,3.7,3.699,0,0,2.965,82.04,-8.879205664712,0.984252,11,AutoTakeoff,0.0,0.0,0.0,-9.863457664712,-9.863457664712,0.0,0.0,0.0,-0.6,0.0,14.742,43.71003
3180,2026-05-09 10:19:31.180,3.1803607214428857,0.06012024048096193,ground,103900,2026-05-09 10:21:21,0.984252,,,-8.879205664712,1.312336,0.0,53.140093564,0.32977691344,15,5,14.742,0.0,0.984252,0.0,53.35302008,0.0,0.0,-0.894776,30.2,-0.6,0.2,,,0,0,1024,1024,1024,1024,0,0,0,0,25.2,0.0,0,54,3.706,3.702,3.7,3.699,0,0,2.965,82.04,-8.879205664712,0.984252,11,AutoTakeoff,0.0,0.0,0.0,-9.863457664712,-9.863457664712,0.0,0.0,0.0,-0.6,0.2,14.742,43.71003
3286,2026-05-09 10:19:31.286,3.2863727454909823,0.062124248496993995,ascent,104000,2026-05-09 10:21:22,1.312336,,,-8.551121664712,1.64042,0.0,53.160762856,0.35550197988,15,5,14.742,0.0,1.312336,0.0,53.35302008,0.0,0.0,-0.894776,30.2,-0.6,0.3,,,0,0,1024,1024,1024,1024,0,0,0,0,25.2,0.0,0,54,3.706,3.702,3.7,3.699,0,0,2.965,82.04,-8.551121664712,1.312336,11,AutoTakeoff,0.0,0.0,0.0,-9.863457664712,-9.863457664712,0.0,0.0,0.0,0.0,0.0,14.742,43.71003
3392,2026-05-09 10:19:31.392,3.3923847695390785,0.06412825651302606,ascent,104100,2026-05-09 10:21:22,1.312336,,,-8.551121664712,1.64042,0.0,53.148623748,0.36923885696,15,5,14.752,0.0,1.312336,0.0,53.35302008,0.0,0.0,-0.894776,30.2,-0.5,0.3,,,0,0,1024,1024,1024,1024,0,0,0,0,25.2,0.0,0,54,3.667,3.666,3.665,3.665,0,0,2.955,81.86,-8.551121664712,1.312336,11,AutoTakeoff,0.6026032460228192,0.1836734693877553,0.6026032460228192,-9.260854418689181,-9.260854418689181,0.6026032460228192,3.875653287919576,3.875653287919576,0.0,0.0,14.752,43.59216
3498,2026-05-09 10:19:31.498,3.4983967935871743,0.06613226452905811,ascent,104200,2026-05-09 10:21:22,1.312336,,,-8.551121664712,1.64042,0.0,53.137796976,0.3805938442,15,5,14.752,0.0,1.312336,0.0,53.35302008,0.0,0.0,-0.894776,30.2,-0.6,0.2,,,0,0,1024,1024,1024,1024,0,0,0,0,25.2,0.0,0,54,3.667,3.666,3.665,3.665,0,0,2.955,81.86,-8.551121664712,1.312336,11,AutoTakeoff,1.2052064920456342,0.36734693877550934,1.2052064920456342,-8.658251172666365,-8.658251172666365,1.2052064920456342,3.875653287919565,3.875653287919565,0.0,0.0,14.752,43.59216
3604,2026-05-09 10:19:31.604,3.6044088176352704,0.06813627254509018,ascent,104300,2026-05-09 10:21:22,1.64042,,,-8.223037664712,1.968504,0.0,53.117127684,0.40278544596,15,5,14.752,0.0,1.64042,0.0,53.35302008,0.0,0.0,-0.894776,30.2,-0.6,0.2,,,0,0,1024,1024,1024,1024,0,0,0,0,25.2,0.0,0,54,3.667,3.666,3.665,3.665,0,0,2.955,81.86,-8.223037664712,1.64042,11,AutoTakeoff,1.8078097380684535,0.5510204081632647,1.8078097380684535,-8.055647926643546,-8.055647926643546,1.8078097380684535,3.875653287919576,3.875653287919576,0.0,0.0,14.752,43.59216
3710,2026-05-09 10:19:31.710,3.7104208416833666,0.07014028056112225,ascent,104400,2026-05-09 10:21:22,1.64042,,,-8.223037664712,2.296588,0.0,53.124017448,0.41225066936,15,5,14.752,0.0,1.64042,0.0,53.35302008,0.0,0.0,-0.894776,30.2,-0.6,0.2,,,0,0,1024,1024,1024,1024,0,0,0,0,25.2,0.0,0,54,3.667,3.666,3.665,3.665,0,0,2.955,81.86,-8.223037664712,1.64042,11,AutoTakeoff,2.4104129840912725,0.7346938775510199,2.4104129840912725,-7.453044680620727,-7.453044680620727,2.4104129840912725,3.875653287919574,3.875653287919574,0.0,0.0,14.752,43.59216
3816,2026-05-09 10:19:31.816,3.816432865731463,0.07214428857715431,ascent,104500,2026-05-09 10:21:22,1.968504,,,-7.894953664712,2.296588,0.0,53.119752356,0.41692586636,15,5,14.752,0.0,1.968504,0.0,53.35302008,0.0,0.0,-1.11847,30.2,-0.6,0.1,,,0,0,1024,1024,1024,1024,0,0,0,0,25.2,0.0,0,54,3.667,3.666,3.665,3.665,0,0,2.955,81.86,-7.894953664712,1.968504,11,AutoTakeoff,3.0130162301140917,0.9183673469387752,3.0130162301140917,-6.850441434597908,-6.850441434597908,3.0130162301140917,3.875653287919576,3.875653287919576,0.0,0.0,14.752,43.59216
3922,2026-05-09 10:19:31.922,3.9224448897795594,0.07414829659318638,ascent,104600,2026-05-09 10:21:22,1.968504,,,-7.894953664712,2.296588,0.0,53.12008044,0.41986221816,15,5,14.752,0.0,1.968504,0.0,53.35302008,0.0,0.0,-1.11847,30.2,-0.4,0.0,,,0,0,1024,1024,1024,1024,0,0,0,0,25.2,0.0,0,54,3.667,3.666,3.665,3.665,0,0,2.955,81.86,-7.894953664712,1.968504,11,AutoTakeoff,3.615619476136911,1.1020408163265305,3.615619476136911,-6.247838188575089,-6.247838188575089,3.615619476136911,3.8756532879195595,3.8756532879195595,0.0,0.0,14.752,43.59216
4028,2026-05-09 10:19:32.028,4.028456913827655,0.07615230460921843,ascent,104700,2026-05-09 10:21:22,2.296588,,,-7.566869664712,2.624672,0.0,53.095146056,0.4449803292,15,5,14.752,0.0,2.296588,0.0,53.35302008,0.0,0.0,-1.11847,30.2,-0.3,0.1,,,0,0,1024,1024,1024,1024,0,0,0,0,25.2,0.0,0,54,3.667,3.666,3.665,3.665,0,0,2.955,81.86,-7.566869664712,2.296588,11,AutoTakeoff,4.218222722159726,1.2857142857142845,4.218222722159726,-5.645234942552274,-5.645234942552274,4.218222722159726,3.8756532879195795,3.8756532879195795,0.0,0.0,14.752,43.59216
4134,2026-05-09 10:19:32.134,4.134468937875751,0.0781563126252505,ascent,104800,2026-05-09 10:21:22,2.624672,,,-7.238785664712,2.624672,0.0,53.101379652,0.4528543452,15,5,14.752,0.0,2.624672,0.0,53.35302008,0.0,0.0,-1.11847,30.2,-0.3,0.3,,,0,0,1024,1024,1266,1024,0,0,37,0,25.2,0.0,0,54,3.667,3.666,3.665,3.665,0,0,2.955,81.86,-7.238785664712,2.624672,11,AutoTakeoff,4.820825968182545,1.4693877551020398,4.820825968182545,-5.042631696529455,-5.042631696529455,4.820825968182545,3.8756532879195595,3.8756532879195595,0.0,0.0,14.752,43.59216
4240,2026-05-09 10:19:32.240,4.240480961923847,0.08016032064128256,ascent,104900,2026-05-09 10:21:22,2.624672,,,-7.238785664712,2.952756,0.0,53.149936084,0.50229988484,15,5,14.752,0.0,2.624672,0.0,53.35302008,0.0,0.0,-1.11847,30.2,-0.2,0.4,,,0,0,1024,1024,1441,1024,0,0,63,0,25.2,0.0,0,54,3.667,3.666,3.665,3.665,0,0,2.955,81.86,-7.238785664712,2.624672,11,AutoTakeoff,5.423429214205364,1.653061224489795,5.423429214205364,-4.440028450506635,-4.440028450506635,5.423429214205364,3.8756532879195924,3.8756532879195924,0.0,0.0,14.752,43.59216
4346,2026-05-09 10:19:32.346,4.346492985971944,0.08216432865731463,ascent,105000,2026-05-09 10:21:23,2.952756,,,-6.910701664712,2.952756,0.0,53.154857344,0.50742127608,15,5,14.752,0.0,2.952756,0.0,53.35302008,0.0,0.0,-1.342164,30.2,-0.2,0.2,,,0,0,1024,1024,1542,1024,0,0,78,0,25.2,0.0,0,54,3.667,3.666,3.665,3.665,0,0,2.955,81.86,-6.910701664712,2.952756,11,AutoTakeoff,6.026032460228183,1.8367346938775504,6.026032460228183,-3.837425204483816,-3.837425204483816,6.026032460228183,3.8756532879195595,3.8756532879195595,0.0,0.0,14.752,43.59216
